R (a.u.),Phase (deg),Uncorrected phase (deg),Noise (a.u.),X (a.u.),Y (a.u.),Sin Harmonic n,Sin Harmonic n+1,Sin Harmonic n+2,Cos Harmonic n,Cos Harmonic n+1,Cos Harmonic n+2,Higher harmonic number n
2055.59277,-11.58349,-0.20217,0.49390,-2013.72875,412.74467,-48.09568,-552.11422,-72.06553,-85.76855,371.85177,-54.39312,2
2055.60542,-11.56802,-0.20190,0.45882,-2013.84966,412.21741,-48.04527,-552.42893,-72.00027,-85.78325,371.42789,-54.46458,2
2055.61641,-11.5663,-0.20187,0.44271,-2013.87179,412.1641,-48.05648,-552.47391,-72.02473,-85.82702,371.39119,-54.50665,2
2055.62849,-11.57031,-0.20194,0.41442,-2013.8551,412.30587,-48.07617,-552.41061,-72.05606,-85.84376,371.51526,-54.50846,2
2055.63218,-11.56802,-0.20190,0.38424,-2013.87712,412.21666,-48.07919,-552.45273,-72.06380,-85.87070,371.43570,-54.53585,2
2055.62962,-11.56286,-0.20181,0.36870,-2013.91024,412.0421,-48.08305,-552.52687,-72.07389,-85.91388,371.27669,-54.57974,2
2055.63156,-11.56458,-0.20184,0.35841,-2013.90168,412.0936,-48.10536,-552.48899,-72.10838,-85.93920,371.31160,-54.58638,2
2055.63308,-11.57146,-0.20196,0.33268,-2013.85139,412.34687,-48.13853,-552.34176,-72.15427,-85.94084,371.51504,-54.55462,2
2055.62897,-11.58177,-0.20214,0.32072,-2013.77612,412.69383,-48.17619,-552.13573,-72.20241,-85.92008,371.79306,-54.49052,2
2055.61739,-11.58807,-0.20225,0.34504,-2013.71861,412.91667,-48.19167,-551.99016,-72.21597,-85.88462,371.96589,-54.43038,2
2055.60677,-11.58291,-0.20216,0.35690,-2013.74284,412.74563,-48.14258,-552.07808,-72.13371,-85.80201,371.82410,-54.38243,2
2055.59057,-11.5789,-0.20209,0.33626,-2013.75629,412.59933,-48.11268,-552.15032,-72.08486,-85.75776,371.70137,-54.35985,2
2055.56907,-11.57776,-0.20207,0.30977,-2013.74306,412.55678,-48.09808,-552.16028,-72.06026,-85.73673,371.66206,-54.34855,2
2055.54231,-11.57489,-0.20202,0.28512,-2013.73893,412.44361,-48.07854,-552.20336,-72.02983,-85.72430,371.56187,-54.35192,2
2055.51697,-11.5577,-0.20172,0.30174,-2013.83973,411.82465,-47.99710,-552.53476,-71.91015,-85.67651,371.05021,-54.37681,2
2055.48751,-11.54109,-0.20143,0.45254,-2013.92679,411.25149,-47.93112,-552.83349,-71.81434,-85.64938,370.57198,-54.40976,2
2055.45058,-11.53192,-0.20127,0.61386,-2013.95994,410.90444,-47.91418,-552.99033,-71.79575,-85.69645,370.27035,-54.47921,2
2055.41448,-11.52046,-0.20107,0.77302,-2014.00657,410.49509,-47.88168,-553.18204,-71.75401,-85.73999,369.91965,-54.55958,2
2055.37565,-11.51473,-0.20097,0.89621,-2014.00874,410.28995,-47.86144,-553.25394,-71.72292,-85.74359,369.73206,-54.57974,2
2055.33698,-11.51416,-0.20096,0.96352,-2013.9746,410.26382,-47.87078,-553.22760,-71.73425,-85.75594,369.69041,-54.58060,2
2055.30623,-11.5176,-0.20102,0.97503,-2013.92064,410.37467,-47.88862,-553.14235,-71.75814,-85.75962,369.77253,-54.56479,2
2055.27812,-11.52046,-0.20107,0.94734,-2013.86934,410.48563,-47.90584,-553.05911,-71.78046,-85.75398,369.85542,-54.53918,2
2055.25156,-11.52046,-0.20107,0.90389,-2013.84436,410.47515,-47.89971,-553.03880,-71.76727,-85.74082,369.83564,-54.52727,2
2055.24138,-11.51645,-0.20100,0.86008,-2013.86601,410.31794,-47.87348,-553.13148,-71.73072,-85.73118,369.71303,-54.54373,2
2055.24211,-11.5027,-0.20076,0.85032,-2013.96274,409.84657,-47.83225,-553.41583,-71.68309,-85.75626,369.33948,-54.61880,2
2055.24341,-11.49353,-0.20060,0.89078,-2014.02999,409.52246,-47.82073,-553.61031,-71.68184,-85.82281,369.08176,-54.71173,2
2055.25208,-11.49525,-0.20063,0.90855,-2014.02487,409.59115,-47.83226,-553.59735,-71.70575,-85.84642,369.15389,-54.73143,2
2055.26883,-11.49583,-0.20064,0.89074,-2014.03949,409.60333,-47.81823,-553.62776,-71.68694,-85.81299,369.18546,-54.71086,2
2055.28736,-11.49067,-0.20055,0.86900,-2014.09472,409.42468,-47.78108,-553.75992,-71.63330,-85.76592,369.05689,-54.69714,2
2055.30462,-11.4878,-0.20050,0.85271,-2014.13054,409.33512,-47.76971,-553.83331,-71.62109,-85.75911,368.99624,-54.70323,2
2055.31896,-11.48265,-0.20041,0.83697,-2014.18266,409.15061,-47.76654,-553.94766,-71.62681,-85.80397,368.84973,-54.76108,2
2055.33612,-11.47463,-0.20027,0.84527,-2014.25401,408.88546,-47.74067,-554.10631,-71.59394,-85.80801,368.63608,-54.79339,2
2055.35176,-11.4666,-0.20013,0.87065,-2014.32838,408.59763,-47.71603,-554.26754,-71.56198,-85.81703,368.39574,-54.82880,2
2055.36526,-11.46374,-0.20008,0.89180,-2014.3603,408.50814,-47.71440,-554.30835,-71.56173,-85.84355,368.31261,-54.85954,2
2055.3807,-11.46832,-0.20016,0.87749,-2014.34362,408.66809,-47.73050,-554.21468,-71.58395,-85.85558,368.43820,-54.85583,2
2055.40077,-11.47348,-0.20025,0.83411,-2014.32858,408.84309,-47.73041,-554.12425,-71.57735,-85.81606,368.58388,-54.80934,2
2055.41728,-11.48093,-0.20038,0.77258,-2014.28952,409.11848,-47.75027,-553.97112,-71.60148,-85.79962,368.80763,-54.76898,2
2055.43484,-11.48494,-0.20045,0.71038,-2014.27749,409.2659,-47.76843,-553.89334,-71.62728,-85.79711,368.92760,-54.74768,2
2055.44956,-11.48608,-0.20047,0.65400,-2014.28422,409.30669,-47.79049,-553.86876,-71.66459,-85.84052,368.95614,-54.77616,2
2055.46525,-11.49067,-0.20055,0.60473,-2014.26992,409.45582,-47.81455,-553.78904,-71.70267,-85.87712,369.07730,-54.79593,2
2055.47894,-11.48952,-0.20053,0.56049,-2014.28938,409.42881,-47.81543,-553.80259,-71.70692,-85.91145,369.05094,-54.83544,2
2055.48899,-11.48379,-0.20043,0.51604,-2014.34099,409.22532,-47.79839,-553.90602,-71.68566,-85.94599,368.87471,-54.89185,2
2055.49976,-11.48093,-0.20038,0.47657,-2014.37316,409.12107,-47.78340,-553.95956,-71.66373,-85.95285,368.78358,-54.91419,2
2055.50939,-11.47978,-0.20036,0.44237,-2014.38992,409.08692,-47.78201,-553.97467,-71.66347,-85.97289,368.75128,-54.93919,2
2055.51249,-11.48207,-0.20040,0.40962,-2014.37698,409.16621,-47.77916,-553.91518,-71.65113,-85.94815,368.80516,-54.91159,2
2055.51118,-11.48952,-0.20053,0.37838,-2014.32062,409.437,-47.80713,-553.74377,-71.68314,-85.93962,369.01291,-54.87080,2
2055.51661,-11.50442,-0.20079,0.39111,-2014.21993,409.95925,-47.85383,-553.45396,-71.74056,-85.91246,369.44101,-54.79110,2
2055.52351,-11.51473,-0.20097,0.48938,-2014.15104,410.3322,-47.87169,-553.25334,-71.75392,-85.85657,369.75052,-54.70742,2
2055.5301,-11.51702,-0.20101,0.55977,-2014.14212,410.40894,-47.84216,-553.21875,-71.69714,-85.77352,369.81794,-54.64012,2
2055.54137,-11.51359,-0.20095,0.58594,-2014.17801,410.28925,-47.79537,-553.30650,-71.62194,-85.70712,369.73224,-54.61108,2
2055.55164,-11.51702,-0.20101,0.58202,-2014.16488,410.40512,-47.79045,-553.26466,-71.61259,-85.68523,369.84126,-54.59261,2
2055.56404,-11.52218,-0.20110,0.59387,-2014.13831,410.59761,-47.78899,-553.18721,-71.60698,-85.64660,370.01777,-54.55122,2
2055.5722,-11.52848,-0.20121,0.61745,-2014.10129,410.81999,-47.81423,-553.08433,-71.64751,-85.67136,370.21340,-54.55615,2
2055.57171,-11.5302,-0.20124,0.64346,-2014.09084,410.86876,-47.84391,-553.05568,-71.69974,-85.74530,370.25221,-54.61205,2
2055.57419,-11.52505,-0.20115,0.63707,-2014.12915,410.69336,-47.83976,-553.15727,-71.70046,-85.77701,370.10935,-54.65280,2
2055.58441,-11.51874,-0.20104,0.59682,-2014.1819,410.4857,-47.81680,-553.29544,-71.67151,-85.77295,369.95112,-54.67303,2
2055.59216,-11.51702,-0.20101,0.55089,-2014.20266,410.42266,-47.80581,-553.34754,-71.65732,-85.76416,369.90984,-54.67450,2
2055.59403,-11.50843,-0.20086,0.50792,-2014.26748,410.11377,-47.77512,-553.52105,-71.61671,-85.76852,369.65798,-54.71025,2
2055.5897,-11.4964,-0.20065,0.49378,-2014.34719,409.70037,-47.73534,-553.73649,-71.56164,-85.77762,369.31088,-54.75895,2
2055.59178,-11.48838,-0.20051,0.52691,-2014.40925,409.4056,-47.68341,-553.90199,-71.47912,-85.70299,369.07017,-54.72296,2
2055.59279,-11.48207,-0.20040,0.58302,-2014.45606,409.18028,-47.62006,-554.02572,-71.37466,-85.59892,368.88547,-54.66347,2
2055.58979,-11.48494,-0.20045,0.60421,-2014.42889,409.29893,-47.61055,-553.95112,-71.35177,-85.53977,368.97923,-54.60189,2
2055.58936,-11.49067,-0.20055,0.58344,-2014.39031,409.48662,-47.63268,-553.84562,-71.38468,-85.54970,369.13379,-54.59007,2
2055.5921,-11.49468,-0.20062,0.54359,-2014.36509,409.62442,-47.64105,-553.77489,-71.39573,-85.53775,369.25188,-54.56728,2
2055.60006,-11.49067,-0.20055,0.50620,-2014.39924,409.49643,-47.61253,-553.86403,-71.35257,-85.48960,369.15728,-54.54122,2
2055.60474,-11.49754,-0.20067,0.46950,-2014.3557,409.73402,-47.64583,-553.74442,-71.40298,-85.49557,369.35935,-54.51550,2
2055.60231,-11.50385,-0.20078,0.43635,-2014.30616,409.96533,-47.68283,-553.60942,-71.45635,-85.50586,369.54506,-54.48874,2
2055.59833,-11.50958,-0.20088,0.41684,-2014.26473,410.14887,-47.72311,-553.49680,-71.51734,-85.54178,369.68885,-54.48784,2
2055.59395,-11.52046,-0.20107,0.42593,-2014.17878,410.5488,-47.79085,-553.26338,-71.61897,-85.59695,370.01051,-54.48234,2
2055.58607,-11.54109,-0.20143,0.54639,-2014.02552,411.26064,-47.88672,-552.84842,-71.75518,-85.63250,370.58344,-54.42474,2
2055.57714,-11.56458,-0.20184,0.79202,-2013.84948,412.07724,-47.99203,-552.37340,-71.90202,-85.65867,371.24004,-54.34657,2
2055.56894,-11.5789,-0.20209,1.04367,-2013.73543,412.59338,-48.07409,-552.06514,-72.01987,-85.71401,371.64933,-54.32621,2
2055.56705,-11.59437,-0.20236,1.27096,-2013.62163,413.13897,-48.14457,-551.75499,-72.11872,-85.74126,372.09240,-54.28637,2
2055.57204,-11.59609,-0.20239,1.42646,-2013.61367,413.20266,-48.13304,-551.72862,-72.09495,-85.70647,372.14931,-54.25850,2
2055.57779,-11.58693,-0.20223,1.44729,-2013.68895,412.86421,-48.09540,-551.92807,-72.04254,-85.70898,371.87562,-54.30189,2
2055.57695,-11.58234,-0.20215,1.40380,-2013.71958,412.7106,-48.09056,-552.00929,-72.03810,-85.73740,371.74418,-54.34137,2
2055.575,-11.57203,-0.20197,1.32056,-2013.79369,412.33914,-48.06206,-552.20828,-72.00195,-85.77392,371.43243,-54.41332,2
2055.57524,-11.56057,-0.20177,1.21817,-2013.87276,411.95397,-48.00604,-552.42050,-71.91710,-85.72981,371.11370,-54.41810,2
2055.57395,-11.54911,-0.20157,1.12222,-2013.95521,411.54425,-47.95312,-552.64389,-71.83766,-85.68879,370.77345,-54.42271,2
2055.56776,-11.53135,-0.20126,1.06367,-2014.07769,410.91345,-47.88634,-552.97741,-71.74099,-85.67135,370.24365,-54.46802,2
2055.55932,-11.51645,-0.20100,1.06672,-2014.17746,410.38186,-47.82223,-553.24974,-71.64487,-85.63763,369.79348,-54.49089,2
2055.55638,-11.50442,-0.20079,1.10831,-2014.25834,409.96993,-47.76206,-553.46879,-71.55550,-85.59154,369.45121,-54.49720,2
2055.55664,-11.4878,-0.20050,1.19702,-2014.37922,409.37694,-47.67683,-553.79587,-71.42952,-85.52739,368.96359,-54.50880,2
2055.56333,-11.46832,-0.20016,1.34390,-2014.52544,408.69042,-47.58692,-554.19046,-71.30086,-85.47810,368.40694,-54.54434,2
2055.5742,-11.44884,-0.19982,1.52012,-2014.67298,408.01723,-47.49066,-554.58675,-71.16121,-85.40549,367.86641,-54.56071,2
2055.57987,-11.43624,-0.19960,1.69675,-2014.76688,407.58194,-47.42412,-554.83819,-71.06457,-85.36062,367.51632,-54.57740,2
2055.57672,-11.42421,-0.19939,1.82864,-2014.84945,407.15768,-47.37747,-555.06227,-70.99956,-85.36423,367.16162,-54.62822,2
2055.57732,-11.41045,-0.19915,1.94110,-2014.94966,406.6645,-47.33721,-555.33249,-70.94933,-85.39901,366.75337,-54.71009,2
2055.57869,-11.40071,-0.19898,2.03943,-2015.02091,406.31825,-47.31506,-555.52177,-70.92673,-85.45017,366.46658,-54.79284,2
2055.5849,-11.39957,-0.19896,2.07734,-2015.03254,406.29193,-47.30449,-555.54479,-70.91410,-85.45352,366.45087,-54.80881,2
2055.59511,-11.40014,-0.19897,2.05006,-2015.03861,406.31346,-47.26161,-555.54870,-70.83888,-85.34503,366.47857,-54.72626,2
2055.60566,-11.40415,-0.19904,1.98343,-2015.01981,406.46009,-47.22540,-555.48445,-70.76897,-85.20672,366.60927,-54.60203,2
2055.61167,-11.41848,-0.19929,1.86766,-2014.92425,406.96389,-47.25716,-555.21332,-70.80492,-85.14895,367.02853,-54.50222,2
2055.61196,-11.43452,-0.19957,1.72315,-2014.81215,407.51999,-47.30893,-554.89820,-70.87395,-85.14045,367.48210,-54.43910,2
2055.61306,-11.44254,-0.19971,1.58509,-2014.75688,407.79871,-47.35083,-554.73555,-70.93650,-85.16579,367.70560,-54.42586,2
2055.61553,-11.44598,-0.19977,1.46024,-2014.73416,407.92334,-47.37764,-554.65914,-70.97787,-85.17939,367.80247,-54.41378,2
2055.61827,-11.45572,-0.19994,1.35352,-2014.66884,408.25966,-47.42697,-554.46641,-71.05036,-85.19631,368.07462,-54.38298,2
2055.62686,-11.45858,-0.19999,1.26590,-2014.65528,408.3698,-47.43218,-554.41105,-71.05577,-85.16949,368.16768,-54.34704,2
2055.63601,-11.45916,-0.20000,1.18088,-2014.65836,408.40069,-47.43928,-554.40163,-71.06698,-85.16024,368.19557,-54.32938,2
2055.64531,-11.46374,-0.20008,1.10671,-2014.63789,408.54846,-47.48086,-554.32988,-71.13637,-85.21141,368.32131,-54.34815,2
2055.65928,-11.47176,-0.20022,1.05153,-2014.59323,408.83885,-47.53901,-554.19167,-71.23277,-85.28216,368.57285,-54.37523,2
2055.67717,-11.47348,-0.20025,1.00969,-2014.59728,408.90881,-47.56182,-554.18464,-71.27676,-85.33060,368.64865,-54.41266,2
2055.6929,-11.4752,-0.20028,0.96494,-2014.60091,408.97002,-47.57697,-554.17750,-71.30716,-85.36757,368.71453,-54.44439,2
2055.6982,-11.48207,-0.20040,0.92601,-2014.55822,409.20691,-47.60880,-554.04877,-71.35559,-85.38948,368.91066,-54.43858,2
2055.70122,-11.49697,-0.20066,0.93134,-2014.45537,409.72802,-47.66771,-553.75857,-71.43919,-85.39874,369.33867,-54.38994,2
2055.70202,-11.50728,-0.20084,0.98159,-2014.38052,410.09988,-47.71580,-553.54631,-71.50977,-85.43231,369.64132,-54.37993,2
2055.69825,-11.51416,-0.20096,1.04143,-2014.32867,410.33557,-47.75522,-553.39966,-71.56921,-85.47248,369.82618,-54.38533,2
2055.69506,-11.51874,-0.20104,1.08145,-2014.29124,410.50335,-47.79298,-553.29352,-71.62724,-85.51876,369.95555,-54.40019,2
2055.69748,-11.52333,-0.20112,1.10614,-2014.26316,410.65319,-47.84827,-553.21265,-71.72156,-85.62872,370.07896,-54.47376,2
2055.6964,-11.53078,-0.20125,1.12445,-2014.20681,410.92409,-47.92407,-553.05626,-71.84620,-85.76151,370.29747,-54.55190,2
2055.69723,-11.53994,-0.20141,1.15997,-2014.14385,411.23675,-47.99096,-552.88102,-71.95356,-85.86607,370.55338,-54.60613,2
2055.69699,-11.54854,-0.20156,1.19634,-2014.07877,411.55417,-48.03646,-552.69946,-72.02035,-85.90771,370.81131,-54.60733,2
2055.70205,-11.55885,-0.20174,1.25072,-2014.01146,411.90869,-48.07862,-552.51007,-72.08050,-85.92038,371.10747,-54.57902,2
2055.70141,-11.56802,-0.20190,1.30207,-2013.94481,412.23124,-48.13442,-552.32460,-72.16405,-85.97543,371.36888,-54.58531,2
2055.69723,-11.57604,-0.20204,1.36250,-2013.88289,412.51278,-48.17852,-552.15397,-72.22663,-86.01739,371.59100,-54.58742,2
2055.69087,-11.57604,-0.20204,1.38193,-2013.87548,412.51729,-48.19063,-552.13229,-72.24439,-86.05412,371.58245,-54.61512,2
2055.68214,-11.56859,-0.20191,1.34450,-2013.91982,412.25721,-48.16902,-552.25420,-72.21191,-86.06459,371.35428,-54.64593,2
2055.67535,-11.56229,-0.20180,1.26999,-2013.96031,412.0255,-48.13864,-552.36920,-72.16438,-86.04921,371.15588,-54.65624,2
2055.66731,-11.55312,-0.20164,1.17694,-2014.02012,411.69293,-48.08585,-552.54064,-72.08097,-86.00719,370.87498,-54.65842,2
2055.6602,-11.54338,-0.20147,1.08267,-2014.08257,411.35176,-48.02420,-552.72104,-71.98372,-85.95066,370.59055,-54.65297,2
2055.63767,-11.53364,-0.20130,1.00271,-2014.13087,411.00251,-47.96300,-552.86474,-71.88197,-85.81344,370.31233,-54.59557,2
2055.52923,-11.51645,-0.20100,0.96748,-2014.14731,410.37912,-47.92093,-553.11101,-71.75359,-85.66563,369.84644,-54.51917,2
2055.41703,-11.49525,-0.20063,1.02221,-2014.18933,409.61016,-47.85931,-553.45836,-71.57294,-85.52772,369.27371,-54.45893,2
2055.3428,-11.48036,-0.20037,1.15293,-2014.21957,409.08869,-47.79446,-553.70158,-71.40922,-85.37692,368.88997,-54.37334,2
2055.27078,-11.4689,-0.20017,1.27666,-2014.23117,408.66955,-47.74929,-553.85458,-71.27431,-85.18247,368.59502,-54.26434,2
2055.20351,-11.45801,-0.19998,1.40048,-2014.24604,408.25771,-47.67860,-554.00177,-71.10015,-84.91554,368.30479,-54.10598,2
2055.1706,-11.44426,-0.19974,1.51548,-2014.30867,407.78277,-47.56428,-554.23177,-70.88251,-84.64343,367.95143,-53.95531,2
2055.15811,-11.43853,-0.19964,1.60788,-2014.33855,407.57217,-47.46349,-554.34033,-70.69755,-84.38375,367.80239,-53.78117,2
2055.16451,-11.43108,-0.19951,1.66125,-2014.39951,407.30305,-47.33524,-554.50689,-70.48455,-84.13826,367.60153,-53.63340,2
2055.17833,-11.42994,-0.19949,1.68065,-2014.42071,407.26796,-47.24724,-554.55025,-70.34378,-83.97133,367.58156,-53.52370,2
2055.19343,-11.42764,-0.19945,1.66061,-2014.44951,407.20171,-47.18830,-554.60499,-70.26266,-83.91741,367.52122,-53.50630,2
2055.21915,-11.42077,-0.19933,1.63080,-2014.52636,406.9512,-47.12366,-554.78128,-70.18480,-83.90242,367.31173,-53.53655,2
2055.25177,-11.4179,-0.19928,1.59465,-2014.57571,406.87166,-47.08446,-554.87876,-70.14861,-83.90995,367.24664,-53.56540,2
2055.28249,-11.41332,-0.19920,1.55374,-2014.63999,406.70855,-47.04309,-555.01557,-70.11194,-83.93762,367.10532,-53.61731,2
2055.31334,-11.41618,-0.19925,1.49271,-2014.65119,406.80895,-47.04189,-555.00820,-70.13460,-83.98243,367.18024,-53.64816,2
2055.34184,-11.42191,-0.19935,1.40498,-2014.63577,407.0292,-47.05089,-554.93017,-70.16967,-84.02236,367.35097,-53.66302,2
2055.37317,-11.42019,-0.19932,1.31202,-2014.67887,406.97415,-47.02679,-555.00987,-70.15847,-84.05574,367.29944,-53.70493,2
2055.39633,-11.42535,-0.19941,1.22050,-2014.66716,407.14902,-47.05451,-554.94506,-70.22749,-84.15527,367.42914,-53.77105,2
2055.41515,-11.4391,-0.19965,1.12383,-2014.58471,407.65169,-47.11762,-554.69133,-70.34255,-84.24857,367.82632,-53.79474,2
2055.43486,-11.45056,-0.19985,1.04517,-2014.5228,408.0568,-47.16538,-554.49500,-70.43282,-84.31780,368.14760,-53.80752,2
2055.45097,-11.46202,-0.20005,0.99817,-2014.45648,408.46518,-47.21959,-554.29021,-70.53081,-84.38687,368.46828,-53.81544,2
2055.46944,-11.47176,-0.20022,0.99108,-2014.40798,408.79713,-47.27084,-554.13772,-70.62589,-84.45789,368.73321,-53.83200,2
2055.48637,-11.47577,-0.20029,0.99346,-2014.39473,408.94754,-47.30121,-554.08288,-70.69003,-84.51780,368.84999,-53.85762,2
2055.50739,-11.47233,-0.20023,0.97486,-2014.44028,408.8288,-47.27625,-554.18792,-70.66590,-84.49960,368.75402,-53.84981,2
2055.52471,-11.47004,-0.20019,0.92672,-2014.47279,408.75566,-47.25960,-554.26125,-70.65380,-84.49297,368.69495,-53.84758,2
2055.54335,-11.47233,-0.20023,0.87828,-2014.47353,408.84574,-47.26984,-554.25091,-70.68322,-84.51445,368.77565,-53.85378,2
2055.55293,-11.47291,-0.20024,0.83049,-2014.48238,408.85032,-47.26277,-554.26643,-70.68165,-84.52325,368.77550,-53.86115,2
2055.55835,-11.4815,-0.20039,0.79358,-2014.42659,409.15235,-47.28545,-554.10893,-70.71846,-84.53051,369.01732,-53.83728,2
2055.56656,-11.49869,-0.20069,0.81482,-2014.31046,409.76487,-47.34795,-553.78842,-70.81355,-84.54955,369.52100,-53.78991,2
2055.57102,-11.51588,-0.20099,0.91347,-2014.19299,410.36426,-47.40301,-553.46361,-70.89531,-84.56485,370.01029,-53.74427,2
2055.56936,-11.52447,-0.20114,1.03832,-2014.12814,410.67411,-47.42033,-553.28237,-70.91574,-84.53448,370.25181,-53.68191,2
2055.56809,-11.52848,-0.20121,1.12659,-2014.09611,410.82484,-47.39517,-553.18975,-70.86743,-84.44262,370.36435,-53.59105,2
2055.56687,-11.53651,-0.20135,1.18573,-2014.03966,411.09539,-47.35555,-553.03116,-70.78718,-84.28839,370.57666,-53.44226,2
2055.56018,-11.5451,-0.20150,1.23567,-2013.97269,411.38989,-47.34508,-552.84667,-70.75770,-84.21456,370.80184,-53.35823,2
2055.55286,-11.5577,-0.20172,1.30516,-2013.87386,411.83694,-47.36903,-552.57706,-70.78219,-84.18021,371.15263,-53.28650,2
2055.54672,-11.56515,-0.20185,1.37334,-2013.812,412.10865,-47.38072,-552.40707,-70.79064,-84.15041,371.36072,-53.23316,2
2055.54306,-11.57547,-0.20203,1.43660,-2013.73673,412.45807,-47.40387,-552.20134,-70.81624,-84.11962,371.63739,-53.16861,2
2055.54498,-11.57489,-0.20202,1.46884,-2013.74169,412.44343,-47.37820,-552.21184,-70.77303,-84.07144,371.62286,-53.13530,2
2055.55363,-11.56744,-0.20189,1.43343,-2013.80309,412.18666,-47.31458,-552.37429,-70.67508,-83.98880,371.42046,-53.10278,2
2055.56665,-11.56172,-0.20179,1.35611,-2013.85995,411.97377,-47.25594,-552.52399,-70.58505,-83.90652,371.26156,-53.06765,2
2055.57344,-11.55541,-0.20168,1.26039,-2013.91036,411.76114,-47.20676,-552.65801,-70.51007,-83.84693,371.09526,-53.04751,2
2055.58056,-11.5514,-0.20161,1.16291,-2013.94562,411.62418,-47.17363,-552.75096,-70.46171,-83.81804,370.99298,-53.04757,2
2055.58397,-11.54796,-0.20155,1.07007,-2013.97308,411.50685,-47.13373,-552.82384,-70.39924,-83.76742,370.90235,-53.02789,2
2055.58593,-11.54682,-0.20153,0.98370,-2013.98394,411.46352,-47.09119,-552.85173,-70.32597,-83.67436,370.87022,-52.96018,2
2055.59041,-11.54796,-0.20155,0.90433,-2013.98155,411.49756,-47.06125,-552.84195,-70.27248,-83.60001,370.90472,-52.90117,2
2055.59518,-11.54052,-0.20142,0.83257,-2014.03626,411.2536,-47.01806,-552.98727,-70.20722,-83.56772,370.70962,-52.90594,2
2055.5959,-11.53822,-0.20138,0.77257,-2014.05731,411.15403,-46.98758,-553.04316,-70.15475,-83.51595,370.62745,-52.87358,2
2055.59947,-11.54739,-0.20154,0.71233,-2013.99326,411.48553,-46.98986,-552.86750,-70.14635,-83.45777,370.90677,-52.80125,2
2055.60453,-11.5663,-0.20187,0.67564,-2013.86273,412.14911,-47.01475,-552.51092,-70.16526,-83.37684,371.46285,-52.67902,2
2055.60534,-11.5938,-0.20235,0.76349,-2013.66299,413.1279,-47.07046,-551.96779,-70.22322,-83.28512,372.27173,-52.51118,2
2055.61233,-11.6087,-0.20261,0.95610,-2013.56497,413.64013,-47.08702,-551.69830,-70.23384,-83.20963,372.70413,-52.40478,2
2055.61847,-11.61042,-0.20264,1.09160,-2013.55798,413.70469,-47.07443,-551.67461,-70.21035,-83.16830,372.76416,-52.36858,2
2055.62806,-11.60526,-0.20255,1.12599,-2013.60319,413.53228,-47.05052,-551.78821,-70.17662,-83.15652,372.63005,-52.38047,2
2055.6306,-11.59838,-0.20243,1.09759,-2013.65719,413.28185,-47.05576,-551.92336,-70.19425,-83.22595,372.41759,-52.45622,2
2055.63295,-11.59094,-0.20230,1.03159,-2013.71373,413.01794,-47.05078,-552.06138,-70.19169,-83.25866,372.19144,-52.49847,2
2055.633,-11.58349,-0.20217,0.95210,-2013.76582,412.76414,-47.03710,-552.18500,-70.17230,-83.27129,371.96928,-52.52488,2
