R (a.u.),Phase (deg),Uncorrected phase (deg),Noise (a.u.),X (a.u.),Y (a.u.),Sin Harmonic n,Sin Harmonic n+1,Sin Harmonic n+2,Cos Harmonic n,Cos Harmonic n+1,Cos Harmonic n+2,Higher harmonic number n
2055.8078,-11.22367,-0.19589,0.60406,-2016.4914,400.13514,-44.98215,-559.63855,-67.12561,-81.50424,361.87135,-52.57667,2
2055.80386,-11.22023,-0.19583,0.55642,-2016.50902,400.02608,-44.96629,-559.69246,-67.10282,-81.50274,361.77892,-52.59095,2
2055.79532,-11.21794,-0.19579,0.51207,-2016.51628,399.9456,-44.95747,-559.71976,-67.08870,-81.50647,361.70226,-52.60340,2
2055.78949,-11.21966,-0.19582,0.47165,-2016.50041,399.99567,-44.96581,-559.68291,-67.10079,-81.52373,361.73787,-52.61499,2
2055.78678,-11.2231,-0.19588,0.43394,-2016.47351,400.11729,-44.96154,-559.61427,-67.08711,-81.48118,361.83776,-52.56881,2
2055.78736,-11.22596,-0.19593,0.40308,-2016.45453,400.21593,-44.96138,-559.56557,-67.08269,-81.45651,361.92263,-52.54052,2
2055.78597,-11.22539,-0.19592,0.37411,-2016.45701,400.19629,-44.95380,-559.57524,-67.06867,-81.43723,361.90535,-52.52539,2
2055.77535,-11.23456,-0.19608,0.36123,-2016.38233,400.5179,-45.00391,-559.37836,-67.14130,-81.47623,362.15871,-52.51912,2
2055.76513,-11.24372,-0.19624,0.39562,-2016.30704,400.84434,-45.04316,-559.17907,-67.19484,-81.48619,362.41645,-52.48947,2
2055.75461,-11.2569,-0.19647,0.48356,-2016.20527,401.30201,-45.09228,-558.90744,-67.26038,-81.49087,362.78230,-52.44374,2
2055.73677,-11.26722,-0.19665,0.62100,-2016.11467,401.66567,-45.12668,-558.66777,-67.30102,-81.49888,363.05944,-52.41413,2
2055.72001,-11.27524,-0.19679,0.73095,-2016.04387,401.93521,-45.16015,-558.48113,-67.34606,-81.54129,363.26019,-52.42659,2
2055.70922,-11.28268,-0.19692,0.83665,-2015.98137,402.19339,-45.19363,-558.31462,-67.39318,-81.57639,363.45974,-52.43099,2
2055.70491,-11.29013,-0.19705,0.91968,-2015.92325,402.46255,-45.19903,-558.15739,-67.39116,-81.53192,363.67833,-52.37155,2
2055.71158,-11.29644,-0.19716,0.99544,-2015.88717,402.67728,-45.18406,-558.05760,-67.35778,-81.44400,363.86780,-52.28435,2
2055.71949,-11.30503,-0.19731,1.06045,-2015.83379,402.98478,-45.18523,-557.91151,-67.35045,-81.36606,364.13625,-52.19365,2
2055.72745,-11.31076,-0.19741,1.11577,-2015.79981,403.19531,-45.18822,-557.81797,-67.35198,-81.33113,364.32380,-52.15205,2
2055.7349,-11.31935,-0.19756,1.16524,-2015.7465,403.49974,-45.20978,-557.67148,-67.38271,-81.31395,364.58839,-52.11253,2
2055.73901,-11.32165,-0.19760,1.19674,-2015.73704,403.56793,-45.22179,-557.64534,-67.40527,-81.32958,364.65265,-52.12101,2
2055.73945,-11.3268,-0.19769,1.20856,-2015.69846,403.76277,-45.25783,-557.54115,-67.46600,-81.38330,364.81766,-52.14931,2
2055.73997,-11.33196,-0.19778,1.21518,-2015.66478,403.93359,-45.29877,-557.45083,-67.53708,-81.45439,364.96317,-52.19365,2
2055.74897,-11.33081,-0.19776,1.19756,-2015.68083,403.89925,-45.32380,-557.49367,-67.58970,-81.52988,364.94972,-52.26101,2
2055.75527,-11.33597,-0.19785,1.17148,-2015.64878,404.09127,-45.37247,-557.40750,-67.67133,-81.58995,365.11917,-52.28571,2
2055.76224,-11.33941,-0.19791,1.14418,-2015.63443,404.19826,-45.40964,-557.36899,-67.73602,-81.64628,365.21858,-52.31746,2
2055.76963,-11.34285,-0.19797,1.11577,-2015.61639,404.32579,-45.45966,-557.32085,-67.82370,-81.72722,365.33583,-52.36537,2
2055.77817,-11.34514,-0.19801,1.08431,-2015.60804,404.41082,-45.49836,-557.29876,-67.89276,-81.78779,365.41980,-52.40143,2
2055.78899,-11.33712,-0.19787,1.03165,-2015.67638,404.12508,-45.48871,-557.48324,-67.88942,-81.80806,365.19856,-52.43869,2
2055.79975,-11.33196,-0.19778,0.95794,-2015.72041,403.96018,-45.49086,-557.60216,-67.90204,-81.82829,365.07818,-52.46371,2
2055.81049,-11.32508,-0.19766,0.88186,-2015.77998,403.71752,-45.47123,-557.76340,-67.87911,-81.81397,364.89373,-52.46940,2
2055.81998,-11.32336,-0.19763,0.81109,-2015.80403,403.64581,-45.45359,-557.82825,-67.85477,-81.78858,364.85078,-52.45945,2
2055.82205,-11.31764,-0.19753,0.74834,-2015.84569,403.44824,-45.42103,-557.94331,-67.80808,-81.76955,364.69231,-52.47053,2
2055.82214,-11.30675,-0.19734,0.70850,-2015.92288,403.06277,-45.37941,-558.15634,-67.75121,-81.76718,364.37418,-52.50978,2
2055.8196,-11.30159,-0.19725,0.69394,-2015.95501,402.88913,-45.36260,-558.24912,-67.72789,-81.76631,364.22806,-52.52531,2
2055.81526,-11.29815,-0.19719,0.68621,-2015.97436,402.77013,-45.36118,-558.30768,-67.72861,-81.78321,364.12402,-52.54586,2
2055.81475,-11.29013,-0.19705,0.69497,-2016.03262,402.47582,-45.32170,-558.46841,-67.66819,-81.74726,363.87912,-52.54311,2
2055.80613,-11.29243,-0.19709,0.70509,-2016.00645,402.56288,-45.32393,-558.40050,-67.66434,-81.72614,363.93988,-52.51320,2
2055.79501,-11.30618,-0.19733,0.66432,-2015.89913,403.04318,-45.37656,-558.11239,-67.73317,-81.72633,364.32232,-52.45817,2
2055.78629,-11.3205,-0.19758,0.61800,-2015.78848,403.55179,-45.42555,-557.81323,-67.79445,-81.70564,364.73073,-52.38279,2
2055.7791,-11.32909,-0.19773,0.60734,-2015.72307,403.8418,-45.44321,-557.63535,-67.80942,-81.66736,364.95851,-52.31881,2
2055.77081,-11.33425,-0.19782,0.61007,-2015.67819,404.0236,-45.45583,-557.51373,-67.81757,-81.62879,365.09398,-52.25868,2
2055.75975,-11.34113,-0.19794,0.63615,-2015.61951,404.25996,-45.48845,-557.35642,-67.85862,-81.62095,365.27097,-52.21422,2
2055.74992,-11.34514,-0.19801,0.66449,-2015.57858,404.41403,-45.51800,-557.24601,-67.89780,-81.62128,365.38155,-52.18230,2
2055.73938,-11.35201,-0.19813,0.69740,-2015.52173,404.64374,-45.54481,-557.09140,-67.93033,-81.61693,365.55449,-52.14687,2
2055.73185,-11.35717,-0.19822,0.73710,-2015.47685,404.82899,-45.56508,-556.96854,-67.95465,-81.61271,365.69473,-52.11911,2
2055.73295,-11.35602,-0.19820,0.75480,-2015.48833,404.7774,-45.55156,-556.99664,-67.93105,-81.58544,365.65091,-52.10087,2
2055.73311,-11.35488,-0.19818,0.74059,-2015.49372,404.75137,-45.56711,-557.00929,-67.95934,-81.62626,365.62686,-52.13361,2
2055.7345,-11.35259,-0.19814,0.70915,-2015.51147,404.67004,-45.56420,-557.05379,-67.95747,-81.64216,365.55934,-52.15496,2
2055.73594,-11.348,-0.19806,0.66627,-2015.54558,404.50746,-45.55177,-557.14353,-67.94198,-81.64872,365.42512,-52.17512,2
2055.74397,-11.33654,-0.19786,0.61445,-2015.63628,404.09612,-45.49565,-557.38488,-67.86081,-81.61246,365.09420,-52.18995,2
2055.7486,-11.32909,-0.19773,0.57951,-2015.69105,403.8464,-45.46073,-557.52931,-67.81072,-81.59725,364.89280,-52.20743,2
2055.75112,-11.32623,-0.19768,0.55786,-2015.71521,403.73859,-45.43366,-557.59019,-67.76899,-81.57981,364.80650,-52.21295,2
2055.75724,-11.32508,-0.19766,0.53861,-2015.72745,403.70865,-45.41791,-557.61838,-67.74781,-81.58501,364.79076,-52.23544,2
2055.7655,-11.32279,-0.19762,0.51737,-2015.75203,403.628,-45.40221,-557.68095,-67.72850,-81.59410,364.73648,-52.26369,2
2055.77472,-11.3205,-0.19758,0.50311,-2015.77716,403.54944,-45.39053,-557.74586,-67.71707,-81.60960,364.68513,-52.29629,2
2055.78527,-11.31305,-0.19745,0.50394,-2015.84135,403.28246,-45.35974,-557.91636,-67.67981,-81.62459,364.47924,-52.34807,2
2055.79028,-11.31076,-0.19741,0.51983,-2015.86225,403.20347,-45.35697,-557.97104,-67.68395,-81.66734,364.42192,-52.40291,2
2055.79527,-11.31248,-0.19744,0.51907,-2015.85411,403.26965,-45.36924,-557.94772,-67.70865,-81.70378,364.48520,-52.43571,2
2055.79618,-11.31534,-0.19749,0.49501,-2015.83746,403.35746,-45.40011,-557.90244,-67.76349,-81.77147,364.55999,-52.48496,2
2055.79775,-11.31019,-0.19740,0.47324,-2015.87568,403.17444,-45.39279,-558.00548,-67.75955,-81.79893,364.40946,-52.52497,2
2055.80529,-11.30388,-0.19729,0.47695,-2015.92548,402.96381,-45.39776,-558.14039,-67.78057,-81.85914,364.24441,-52.59348,2
2055.81182,-11.29758,-0.19718,0.49973,-2015.97773,402.73568,-45.39265,-558.28207,-67.78300,-81.89664,364.06293,-52.64532,2
2055.81872,-11.29357,-0.19711,0.52755,-2016.01126,402.60305,-45.38737,-558.37283,-67.77997,-81.90530,363.96172,-52.66344,2
2055.81871,-11.29472,-0.19713,0.54343,-2016.00228,402.648,-45.39630,-558.35141,-67.79337,-81.90360,364.00047,-52.65309,2
2055.81305,-11.29586,-0.19715,0.53042,-2015.98898,402.68568,-45.40822,-558.32088,-67.81084,-81.91591,364.02494,-52.65551,2
2055.81178,-11.29185,-0.19708,0.52007,-2016.0166,402.5409,-45.38313,-558.40011,-67.76892,-81.87436,363.90308,-52.63219,2
2055.80816,-11.28555,-0.19697,0.52403,-2016.05708,402.31958,-45.34986,-558.51423,-67.71661,-81.85200,363.71464,-52.63826,2
2055.80077,-11.27581,-0.19680,0.56231,-2016.11894,401.97164,-45.28883,-558.68612,-67.61843,-81.79584,363.41528,-52.63077,2
2055.78998,-11.27294,-0.19675,0.61719,-2016.12941,401.86395,-45.25620,-558.71931,-67.55952,-81.73865,363.31025,-52.59355,2
2055.78001,-11.27982,-0.19687,0.62096,-2016.07173,402.10226,-45.27874,-558.56656,-67.58532,-81.72393,363.49323,-52.55131,2
2055.77321,-11.28383,-0.19694,0.58646,-2016.03528,402.25023,-45.28592,-558.46811,-67.58886,-81.69732,363.60510,-52.51053,2
2055.77109,-11.2781,-0.19684,0.55263,-2016.0742,402.04428,-45.22969,-558.57063,-67.49425,-81.60851,363.42856,-52.46128,2
2055.77347,-11.26951,-0.19669,0.54817,-2016.13444,401.75424,-45.14479,-558.72896,-67.35276,-81.46623,363.18817,-52.37978,2
2055.77884,-11.26263,-0.19657,0.56777,-2016.18861,401.5098,-45.07390,-558.86964,-67.23590,-81.34870,362.98932,-52.31464,2
2055.78289,-11.25003,-0.19635,0.63047,-2016.28011,401.07082,-44.99636,-559.11066,-67.11420,-81.26409,362.62549,-52.29342,2
2055.78679,-11.23456,-0.19608,0.75041,-2016.39227,400.52657,-44.92552,-559.40749,-67.00857,-81.22394,362.17309,-52.31708,2
2055.78421,-11.2231,-0.19588,0.90935,-2016.47235,400.10998,-44.88270,-559.61913,-66.94644,-81.23375,361.81854,-52.36865,2
2055.78526,-11.22081,-0.19584,1.01676,-2016.48733,400.03985,-44.87312,-559.65304,-66.93270,-81.25207,361.75966,-52.39768,2
2055.78799,-11.22482,-0.19591,1.04524,-2016.46215,400.18076,-44.89371,-559.57775,-66.96436,-81.28326,361.87892,-52.41201,2
2055.78517,-11.22825,-0.19597,1.01984,-2016.43399,400.30817,-44.90172,-559.49659,-66.97099,-81.27737,361.97836,-52.39430,2
2055.78463,-11.22997,-0.19600,0.97404,-2016.42362,400.3576,-44.89422,-559.46341,-66.95408,-81.24982,362.01621,-52.36830,2
2055.78822,-11.23112,-0.19602,0.91827,-2016.41743,400.40723,-44.87453,-559.44067,-66.91637,-81.18524,362.06093,-52.31247,2
2055.79137,-11.22883,-0.19598,0.86399,-2016.43819,400.31885,-44.83035,-559.49198,-66.83905,-81.08050,361.99043,-52.23432,2
2055.79123,-11.23169,-0.19603,0.80846,-2016.41974,400.41106,-44.81736,-559.43810,-66.80978,-81.00598,362.06703,-52.15913,2
2055.79288,-11.23169,-0.19603,0.75103,-2016.41767,400.42998,-44.81866,-559.42903,-66.81109,-80.99117,362.08487,-52.14082,2
2055.79045,-11.23799,-0.19614,0.69234,-2016.37272,400.64374,-44.85997,-559.30549,-66.87485,-81.02801,362.25874,-52.14235,2
2055.78465,-11.24258,-0.19622,0.63737,-2016.33595,400.79903,-44.90088,-559.20559,-66.93791,-81.06596,362.37803,-52.14513,2
2055.78103,-11.24831,-0.19632,0.59249,-2016.2911,401.00607,-44.95327,-559.08398,-67.01990,-81.11787,362.54291,-52.15329,2
2055.7727,-11.25518,-0.19644,0.56741,-2016.23465,401.24709,-45.03097,-558.93294,-67.14555,-81.23108,362.72939,-52.20695,2
2055.7696,-11.25977,-0.19652,0.56204,-2016.19935,401.40855,-45.09191,-558.83822,-67.24768,-81.33689,362.85820,-52.26959,2
2055.77274,-11.26149,-0.19655,0.56275,-2016.19319,401.45561,-45.12615,-558.82101,-67.30716,-81.39455,362.90052,-52.30361,2
2055.77916,-11.2569,-0.19647,0.54055,-2016.23004,401.30331,-45.13727,-558.92064,-67.33245,-81.43270,362.78020,-52.33946,2
2055.78118,-11.25117,-0.19637,0.50263,-2016.27177,401.10399,-45.14678,-559.03504,-67.35563,-81.48134,362.61464,-52.38765,2
2055.78186,-11.23742,-0.19613,0.46952,-2016.36829,400.62199,-45.14352,-559.29940,-67.36809,-81.57476,362.21216,-52.50159,2
2055.78178,-11.23341,-0.19606,0.46771,-2016.39841,400.46994,-45.15852,-559.38331,-67.40009,-81.63599,362.08434,-52.55923,2
2055.78071,-11.23685,-0.19612,0.46070,-2016.37186,400.59812,-45.19212,-559.31257,-67.45523,-81.68885,362.18928,-52.58750,2
2055.77566,-11.24716,-0.19630,0.42638,-2016.29487,400.95952,-45.25157,-559.10628,-67.54785,-81.76410,362.48379,-52.61543,2
2055.77642,-11.25576,-0.19645,0.40533,-2016.2342,401.26842,-45.28830,-558.94279,-67.60317,-81.79598,362.74314,-52.61632,2
2055.78191,-11.25862,-0.19650,0.40221,-2016.22112,401.36226,-45.29954,-558.90702,-67.62288,-81.81748,362.82988,-52.63188,2
2055.78863,-11.2655,-0.19662,0.41377,-2016.17884,401.60901,-45.31104,-558.79127,-67.63811,-81.80697,363.04662,-52.60971,2
2055.79217,-11.2781,-0.19684,0.48078,-2016.0945,402.05024,-45.32913,-558.56216,-67.65639,-81.76392,363.42114,-52.54217,2
2055.79726,-11.28211,-0.19691,0.56815,-2016.06927,402.20282,-45.31972,-558.49386,-67.63696,-81.71814,363.55742,-52.49929,2
2055.79894,-11.2844,-0.19695,0.62271,-2016.05446,402.28558,-45.32475,-558.45704,-67.64460,-81.71367,363.63108,-52.49005,2
2055.79932,-11.28097,-0.19689,0.63499,-2016.08219,402.14856,-45.31691,-558.53565,-67.63831,-81.73676,363.52037,-52.52515,2
2055.80326,-11.27352,-0.19676,0.60572,-2016.1364,401.89682,-45.29300,-558.68467,-67.60980,-81.74616,363.31959,-52.56222,2
2055.80405,-11.26893,-0.19668,0.55965,-2016.16891,401.73775,-45.26400,-558.77528,-67.56719,-81.72154,363.19140,-52.56399,2
2055.80994,-11.26378,-0.19659,0.51496,-2016.21322,401.5455,-45.23461,-558.89611,-67.52660,-81.70893,363.04264,-52.58111,2
2055.81526,-11.25919,-0.19651,0.47986,-2016.24995,401.38825,-45.20421,-558.99709,-67.48233,-81.69136,362.92288,-52.59292,2
2055.80944,-11.26378,-0.19659,0.44785,-2016.20936,401.5623,-45.23080,-558.89218,-67.52226,-81.71379,363.06297,-52.59176,2
2055.80214,-11.27352,-0.19676,0.41654,-2016.13715,401.88735,-45.27532,-558.70385,-67.58726,-81.73793,363.32740,-52.57434,2
2055.79029,-11.2844,-0.19695,0.41848,-2016.04807,402.27342,-45.34099,-558.47196,-67.68677,-81.80021,363.63568,-52.57954,2
2055.77356,-11.28956,-0.19704,0.46187,-2015.99508,402.4534,-45.39689,-558.34072,-67.77476,-81.88504,363.76404,-52.62083,2
2055.7607,-11.29185,-0.19708,0.49267,-2015.96556,402.53563,-45.44456,-558.27341,-67.85224,-81.96679,363.81630,-52.66752,2
2055.74966,-11.29815,-0.19719,0.52189,-2015.91075,402.75365,-45.50384,-558.13648,-67.94566,-82.04453,363.98403,-52.69806,2
2055.74661,-11.30732,-0.19735,0.57713,-2015.84341,403.07503,-45.55358,-557.96138,-68.02177,-82.08270,364.24999,-52.69328,2
2055.74529,-11.31248,-0.19744,0.65263,-2015.8077,403.24685,-45.58126,-557.87064,-68.06642,-82.11575,364.39393,-52.70462,2
2055.74487,-11.3056,-0.19732,0.66983,-2015.85244,403.02095,-45.56867,-557.99817,-68.05328,-82.13874,364.20776,-52.74458,2
2055.74076,-11.29185,-0.19708,0.62889,-2015.94821,402.52069,-45.51911,-558.26505,-67.98231,-82.12844,363.78819,-52.78132,2
2055.73617,-11.27925,-0.19686,0.58621,-2016.02968,402.08892,-45.47746,-558.49291,-67.92333,-82.13010,363.42541,-52.82362,2
2055.73137,-11.27237,-0.19674,0.56509,-2016.07438,401.84021,-45.44365,-558.61882,-67.87233,-82.12370,363.21480,-52.84727,2
2055.72078,-11.25919,-0.19651,0.59592,-2016.15493,401.38167,-45.41224,-558.84472,-67.83051,-82.15584,362.82026,-52.91220,2
2055.71141,-11.25576,-0.19645,0.65636,-2016.17211,401.24732,-45.41024,-558.89700,-67.82921,-82.18217,362.69776,-52.94053,2
2055.70055,-11.26149,-0.19655,0.66409,-2016.12152,401.44588,-45.42364,-558.76351,-67.84190,-82.17522,362.85002,-52.91373,2
2055.69036,-11.2632,-0.19658,0.63484,-2016.09766,401.51345,-45.42114,-558.70190,-67.83132,-82.15922,362.89353,-52.89321,2
2055.68313,-11.26435,-0.19660,0.60430,-2016.08391,401.54551,-45.42683,-558.66739,-67.83728,-82.15987,362.91102,-52.88615,2
2055.6789,-11.2718,-0.19673,0.56080,-2016.02756,401.80668,-45.44574,-558.51532,-67.85973,-82.15264,363.12476,-52.85688,2
2055.67426,-11.27696,-0.19682,0.51719,-2015.98789,401.98194,-45.45767,-558.40943,-67.87383,-82.15096,363.26634,-52.84151,2
2055.66785,-11.27466,-0.19678,0.47685,-2015.99739,401.90151,-45.44557,-558.43845,-67.85413,-82.14802,363.19245,-52.84840,2
2055.65784,-11.27524,-0.19679,0.43931,-2015.98205,401.92725,-45.45530,-558.40174,-67.86816,-82.17481,363.20193,-52.86749,2
2055.64513,-11.26607,-0.19663,0.40711,-2016.03578,401.59263,-45.44621,-558.55525,-67.86197,-82.23975,362.90779,-52.95025,2
2055.63862,-11.25862,-0.19650,0.40362,-2016.07849,401.34484,-45.44741,-558.67725,-67.87192,-82.29961,362.69461,-53.01829,2
2055.63327,-11.2506,-0.19636,0.43074,-2016.13031,401.05697,-45.42704,-558.82307,-67.84590,-82.32071,362.44989,-53.06312,2
2055.62856,-11.24888,-0.19633,0.47251,-2016.13929,400.98774,-45.41170,-558.85216,-67.81999,-82.29806,362.38778,-53.05203,2
2055.62093,-11.24831,-0.19632,0.47994,-2016.13508,400.96975,-45.39741,-558.84507,-67.79250,-82.26456,362.36360,-53.02597,2
2055.61452,-11.24716,-0.19630,0.48652,-2016.13447,400.93997,-45.37529,-558.84749,-67.75136,-82.20835,362.33132,-52.98168,2
2055.61631,-11.24716,-0.19630,0.48027,-2016.13619,400.94048,-45.32885,-558.85240,-67.66880,-82.09405,362.33666,-52.89472,2
2055.62407,-11.25461,-0.19643,0.45302,-2016.09311,401.19682,-45.28533,-558.73193,-67.58275,-81.92507,362.56396,-52.74178,2
2055.63058,-11.2655,-0.19662,0.41984,-2016.02551,401.56971,-45.27485,-558.54442,-67.55168,-81.81762,362.88527,-52.62828,2
2055.64521,-11.27409,-0.19677,0.42099,-2015.97618,401.89212,-45.25180,-558.40294,-67.50287,-81.69555,363.17556,-52.51200,2
2055.65942,-11.27352,-0.19676,0.43093,-2015.9949,401.87094,-45.20611,-558.44574,-67.42571,-81.59600,363.17717,-52.44443,2
2055.67802,-11.27008,-0.19670,0.41776,-2016.03628,401.75844,-45.14626,-558.54918,-67.32752,-81.47369,363.10825,-52.36552,2
2055.69186,-11.25919,-0.19651,0.38748,-2016.12698,401.37393,-45.09577,-558.78955,-67.25631,-81.44578,362.80595,-52.38749,2
2055.70799,-11.24258,-0.19622,0.39604,-2016.25819,400.79704,-45.03160,-559.13911,-67.16882,-81.42661,362.34616,-52.43411,2
2055.72203,-11.22883,-0.19598,0.49775,-2016.37151,400.29863,-44.98872,-559.44038,-67.11557,-81.44525,361.94852,-52.50326,2
2055.72492,-11.21221,-0.19569,0.66104,-2016.48996,399.71639,-44.95401,-559.75796,-67.07669,-81.50179,361.46463,-52.60481,2
2055.72264,-11.19617,-0.19541,0.85855,-2016.5965,399.16677,-44.93327,-560.04517,-67.06007,-81.58626,361.00033,-52.72365,2
2055.72565,-11.18414,-0.19520,1.05577,-2016.6835,398.74254,-44.91205,-560.27921,-67.04018,-81.64412,360.64876,-52.81370,2
2055.73504,-11.17955,-0.19512,1.18952,-2016.72605,398.57572,-44.88977,-560.39023,-67.01024,-81.63187,360.52204,-52.82373,2
2055.74599,-11.16924,-0.19494,1.28868,-2016.80901,398.21226,-44.85515,-560.61141,-66.96798,-81.64775,360.23358,-52.87950,2
2055.75683,-11.16122,-0.19480,1.37226,-2016.87517,397.93305,-44.83096,-560.78815,-66.94116,-81.66695,360.01536,-52.92904,2
2055.75846,-11.15606,-0.19471,1.42813,-2016.91162,397.75665,-44.83592,-560.88828,-66.95683,-81.71750,359.86859,-52.98375,2
2055.76022,-11.1595,-0.19477,1.42999,-2016.88912,397.87985,-44.87128,-560.82901,-67.01513,-81.76640,359.97249,-53.00689,2
2055.76126,-11.15663,-0.19472,1.39355,-2016.91042,397.7772,-44.86671,-560.88927,-67.00802,-81.75104,359.88711,-52.99394,2
2055.76294,-11.14861,-0.19458,1.36740,-2016.9678,397.49488,-44.83222,-561.04695,-66.95450,-81.70476,359.65349,-52.97400,2
2055.76592,-11.14288,-0.19448,1.35107,-2017.01248,397.28349,-44.81202,-561.17035,-66.92368,-81.67435,359.48032,-52.95912,2
2055.76731,-11.13887,-0.19441,1.33349,-2017.03925,397.15477,-44.79858,-561.24596,-66.90131,-81.64155,359.37458,-52.93400,2
2055.76741,-11.14747,-0.19456,1.28440,-2016.98223,397.44477,-44.83073,-561.09494,-66.94558,-81.63111,359.61873,-52.88917,2
2055.76372,-11.16236,-0.19482,1.19429,-2016.87439,397.97259,-44.88549,-560.80721,-67.01897,-81.61472,360.05627,-52.81419,2
2055.76274,-11.17841,-0.19510,1.10192,-2016.76112,398.54109,-44.91807,-560.50270,-67.05324,-81.54690,360.53199,-52.70114,2
2055.75847,-11.18987,-0.19530,1.04084,-2016.67621,398.9486,-44.93796,-560.27571,-67.07012,-81.48880,360.86874,-52.61103,2
2055.75858,-11.20075,-0.19549,1.01578,-2016.60216,399.32327,-44.96676,-560.07800,-67.10748,-81.46964,361.18497,-52.55921,2
2055.7591,-11.21278,-0.19570,1.02366,-2016.51995,399.74088,-44.99282,-559.85807,-67.13840,-81.43324,361.53726,-52.49048,2
2055.75575,-11.22997,-0.19600,1.08574,-2016.39656,400.3456,-45.03162,-559.52719,-67.18228,-81.37614,362.03962,-52.38303,2
2055.75093,-11.24831,-0.19632,1.22117,-2016.26018,401.00722,-45.08381,-559.16128,-67.24652,-81.32719,362.58600,-52.27164,2
2055.75006,-11.25919,-0.19651,1.36758,-2016.18384,401.38638,-45.10982,-558.95637,-67.27840,-81.29394,362.90275,-52.20605,2
2055.74836,-11.26492,-0.19661,1.47018,-2016.14447,401.57536,-45.11975,-558.85047,-67.28922,-81.27611,363.05936,-52.17439,2
2055.74884,-11.27294,-0.19675,1.52947,-2016.08762,401.86321,-45.14465,-558.69525,-67.32479,-81.27938,363.30079,-52.15329,2
2055.74593,-11.27638,-0.19681,1.56557,-2016.05853,401.99418,-45.15906,-558.61535,-67.34644,-81.29478,363.40580,-52.15566,2
2055.73886,-11.27466,-0.19678,1.55724,-2016.06727,401.91421,-45.16313,-558.63843,-67.35531,-81.32978,363.32811,-52.18995,2
2055.73674,-11.27237,-0.19674,1.50669,-2016.0798,401.84049,-45.15404,-558.66973,-67.34265,-81.33799,363.26313,-52.20727,2
2055.73995,-11.26893,-0.19668,1.43106,-2016.10714,401.71974,-45.12675,-558.73961,-67.30183,-81.32006,363.16585,-52.21463,2
2055.74056,-11.25862,-0.19650,1.33459,-2016.18103,401.35185,-45.08695,-558.93526,-67.24800,-81.33613,362.85783,-52.27322,2
2055.74103,-11.25232,-0.19639,1.22921,-2016.22299,401.14338,-45.08419,-559.04295,-67.25318,-81.39840,362.68070,-52.34844,2
2055.74117,-11.25117,-0.19637,1.13020,-2016.23298,401.09393,-45.09204,-559.06100,-67.27071,-81.45120,362.63492,-52.40079,2
2055.73958,-11.25461,-0.19643,1.03919,-2016.20853,401.20866,-45.12272,-558.98361,-67.31988,-81.50470,362.72147,-52.43017,2
2055.74331,-11.25461,-0.19643,0.95738,-2016.21005,401.22016,-45.13315,-558.97511,-67.33625,-81.51489,362.72854,-52.43100,2
2055.7481,-11.24029,-0.19618,0.88312,-2016.31467,400.7186,-45.08582,-559.24613,-67.26974,-81.50129,362.30959,-52.46235,2
2055.75356,-11.22997,-0.19600,0.84166,-2016.39311,400.35174,-45.06072,-559.44841,-67.23909,-81.51752,362.00511,-52.50716,2
2055.76313,-11.22195,-0.19586,0.82328,-2016.4571,400.07848,-45.03711,-559.61302,-67.20951,-81.51369,361.78651,-52.52907,2
2055.76956,-11.21107,-0.19567,0.83733,-2016.54004,399.69332,-45.00165,-559.83324,-67.16125,-81.49559,361.47121,-52.54587,2
2055.77026,-11.20018,-0.19548,0.89529,-2016.6172,399.30742,-44.96532,-560.04134,-67.11049,-81.48640,361.14843,-52.57204,2
2055.7665,-11.20419,-0.19555,0.92824,-2016.58744,399.43837,-44.96418,-559.96076,-67.10049,-81.43252,361.25219,-52.50915,2
2055.76335,-11.2082,-0.19562,0.90535,-2016.55327,399.59462,-44.96724,-559.86892,-67.09674,-81.37874,361.37815,-52.44247,2
2055.76289,-11.21336,-0.19571,0.85599,-2016.51673,399.77662,-44.95853,-559.77061,-67.07138,-81.29572,361.52983,-52.35367,2
2055.76215,-11.21851,-0.19580,0.79138,-2016.48039,399.95606,-44.94907,-559.67330,-67.04462,-81.21540,361.67910,-52.26873,2
2055.75607,-11.21737,-0.19578,0.73027,-2016.48141,399.91967,-44.90788,-559.67907,-66.96918,-81.12251,361.64210,-52.19948,2
2055.74589,-11.23341,-0.19606,0.67517,-2016.3596,400.48115,-44.95219,-559.35457,-67.02281,-81.09341,362.09873,-52.11901,2
2055.73352,-11.25805,-0.19649,0.69827,-2016.17657,401.33815,-45.04475,-558.86564,-67.14980,-81.10808,362.79816,-52.04061,2
2055.72616,-11.2844,-0.19695,0.87049,-2015.98455,402.26404,-45.13159,-558.35130,-67.26520,-81.08939,363.56177,-51.93048,2
2055.72545,-11.30159,-0.19725,1.12076,-2015.8648,402.86009,-45.20184,-558.03302,-67.36707,-81.10788,364.05993,-51.88295,2
2055.72317,-11.31305,-0.19745,1.32254,-2015.78055,403.2698,-45.25825,-557.81257,-67.45108,-81.14064,364.40101,-51.86560,2
2055.72146,-11.32852,-0.19772,1.49023,-2015.67109,403.80786,-45.31645,-557.52402,-67.53366,-81.15361,364.85100,-51.82312,2
2055.71629,-11.33998,-0.19792,1.64639,-2015.58533,404.20941,-45.35565,-557.30067,-67.58542,-81.14682,365.18337,-51.77472,2
